# Endlink Bedrock block joining faces. Generated: do not edit by hand.
#
# One line per Bedrock block state that a fence, glass pane, iron or copper bar or wall reaches out
# to, and nothing for the ones none of them touch. The id is the hashed block network id a 1.26.40 to
# 1.26.45 backend sends; the word is sixteen bits, one per side and joining kind, laid out exactly as
# Java's own rule answers it: bit (side * 4 + kind) is set when a joining block of that kind standing
# on that side of this block reaches it. Sides are north, south, west, east in that order, and the
# kinds are 0 wooden fence, 1 glass pane and bar, 2 wall, 3 nether brick fence.
#
# Provenance. The facts are Java's, because 1.26.50's minecraft:connection_* states exist for parity
# with Java, and they were extracted by running the official Java server's own connectsTo and
# attachsTo against its own registry for every block state on every side - not by restating the rule.
# That extraction, and the Bedrock-to-Java block-state mapping used to key it by Bedrock id, are both
# Apache-2.0 generated artifacts of the viaendlink-next project:
#
#   viaendlink-next  java-protocol-latest/.../java-776-connections.txt   (tools/GenerateJava776Connections.java)
#   viaendlink-next  endlink-plugin/.../bedrock-2168-blocks.txt          (tools/GenerateBedrockBlockMapping.java)
#
# whose own inputs are Mojang's official Java server and block report, CloudburstMC/Data's Bedrock
# 2168 block palette (Apache-2.0) and GeyserMC/mappings (MIT). No GPL-licensed work is involved at
# any step, which the licence separation in WORKSPACE.md requires.
#
# Checked on generation against blocks whose answer is known from Java's source: stone, dirt and
# glass are reached on all four sides by every kind; barrier is reached by none, because Java's
# isExceptionForConnection excludes it; an oak fence is reached by fences and by nothing else; and a
# glass pane is reached by panes and walls but never by a fence.
bedrock 2169
kinds 4
faces 8593
face -1514490157 6666
face -1513805346 6666
face -1513611156 6666
face -1513537934 6666
face -1513117254 ffff
face -1513087227 f000
face -1512839140 6666
face -1512648217 ffff
face -1512492173 0f00
face -1512306308 6666
face -1512282209 6666
face -1512150637 6666
face -1511754500 6666
face -1511384267 f000
face -1511100373 6666
face -1509717058 6666
face -1509507604 6666
face -1508771487 ffff
face -1508576234 6666
face -1508411049 0f00
face -1507319459 ffff
face -1506416111 6666
face -1505075797 6666
face -1504112400 ffff
face -1503959464 f000
face -1503109329 6666
face -1502578625 6666
face -1502016165 6666
face -1501923612 6666
face -1501059759 6666
face -1500838147 00f0
face -1500336412 00f0
face -1499693455 6666
face -1499199382 0f00
face -1497332616 0f00
face -1497170422 ffff
face -1497060814 f000
face -1496862459 6666
face -1496699588 6666
face -1495835685 6666
face -1495556891 000f
face -1495385045 0f00
face -1494623407 6666
face -1494510966 f000
face -1493980382 6666
face -1493903228 6666
face -1493728076 6666
face -1493518864 6666
face -1492718514 6666
face -1492033746 6666
face -1489152771 6666
face -1488434266 6666
face -1487263587 6666
face -1487153859 6666
face -1486789095 ffff
face -1486539240 6666
face -1485862525 6666
face -1484504054 6666
face -1484461661 6666
face -1484167202 6666
face -1482712888 6666
face -1482479843 6666
face -1482067641 6666
face -1481923661 6666
face -1481309453 6666
face -1480755991 6666
face -1480689989 00f0
face -1480683922 6666
face -1480434641 6666
face -1480327735 6666
face -1480153995 ffff
face -1478483411 ffff
face -1476989572 000f
face -1476754069 000f
face -1476633446 6666
face -1476369381 6666
face -1474778874 f000
face -1474351523 6666
face -1473854184 ffff
face -1473771763 6666
face -1473264902 6666
face -1473176406 6666
face -1472499011 6666
face -1471583978 6666
face -1470259627 6666
face -1470166787 ffff
face -1469806622 6666
face -1469675055 6666
face -1469365723 f000
face -1468573524 ffff
face -1468035208 6666
face -1467859311 ffff
face -1467828678 dd00
face -1467822551 000f
face -1467514643 6666
face -1467081089 ffff
face -1466353444 6666
face -1465349479 0f00
face -1464658076 6666
face -1464409123 ffff
face -1464244703 ffff
face -1464128371 6666
face -1464115316 6666
face -1463830965 6666
face -1462891829 6666
face -1462564992 6666
face -1462488591 6666
face -1462355956 6666
face -1460836545 6666
face -1460766607 6666
face -1459761652 6666
face -1459570564 6666
face -1459435358 6666
face -1459399454 ffff
face -1459323901 ffff
face -1458962738 6666
face -1457795502 6666
face -1457784189 6666
face -1457241615 6666
face -1457131637 ffff
face -1456404758 6666
face -1456199355 0f00
face -1455310780 000f
face -1454494571 6666
face -1454213008 6666
face -1453210359 6666
face -1452890677 6666
face -1452676942 6666
face -1452600230 6666
face -1451612404 f000
face -1449045282 ffff
face -1447296664 ffff
face -1447279384 0f00
face -1447225569 ffff
face -1443621747 00dd
face -1443349352 6666
face -1443066306 6666
face -1442565541 00f0
face -1442238764 dd00
face -1440883229 ffff
face -1440159439 ffff
face -1439869751 000f
face -1439656914 00f0
face -1438952986 ffff
face -1437724559 00f0
face -1436267551 6666
face -1435484299 6666
face -1434082068 00f0
face -1433760294 6666
face -1433758996 6666
face -1433629009 6666
face -1433427937 ffff
face -1433036143 000f
face -1432039935 6666
face -1431880733 ffff
face -1431329859 0f00
face -1430671375 6666
face -1430201003 6666
face -1428461345 6666
face -1428320081 6666
face -1427615961 6666
face -1426888706 6666
face -1424999651 6666
face -1424888400 6666
face -1424846273 ffff
face -1424827242 6666
face -1424605459 6666
face -1424312967 6666
face -1424271147 6666
face -1424098627 6666
face -1423922051 6666
face -1423183745 0f00
face -1422856620 6666
face -1422187896 6666
face -1421510904 6666
face -1420401751 6666
face -1420167306 6666
face -1420140536 6666
face -1419561527 6666
face -1419396671 6666
face -1418679172 ffff
face -1418578142 6666
face -1418188743 6666
face -1418095071 6666
face -1417960745 ffff
face -1416844299 f000
face -1416656989 6666
face -1415803448 00dd
face -1415236100 6666
face -1415140222 6666
face -1415108853 000f
face -1414270689 6666
face -1413890717 6666
face -1413793069 6666
face -1413571018 6666
face -1413143709 6666
face -1411912095 6666
face -1411887020 6666
face -1411311575 6666
face -1409438962 6666
face -1408241953 6666
face -1407464818 6666
face -1407453715 0f00
face -1407098701 ffff
face -1406995636 6666
face -1406926639 6666
face -1406633500 6666
face -1406482624 ffff
face -1404287106 6666
face -1403945899 6666
face -1403874656 f000
face -1403118741 6666
face -1402976557 0f00
face -1402769880 ffff
face -1402244885 6666
face -1402121889 6666
face -1401322502 6666
face -1400624148 6666
face -1400294034 ffff
face -1399899041 6666
face -1399818365 6666
face -1399520509 000f
face -1398918129 ffff
face -1398777048 6666
face -1397771724 00f0
face -1397296100 6666
face -1397008645 00f0
face -1396369424 dd00
face -1395633048 6666
face -1395352956 ffff
face -1394978611 6666
face -1394497148 6666
face -1394305908 6666
face -1394038939 6666
face -1394028696 ffff
face -1393798567 f000
face -1392449903 000f
face -1391429183 6666
face -1391307480 f000
face -1391247810 6666
face -1391214560 6666
face -1389775463 6666
face -1389755717 ffff
face -1388835659 6666
face -1388659537 ffff
face -1388345048 6666
face -1387653847 6666
face -1386512258 6666
face -1385750746 ffff
face -1384108165 00dd
face -1383686419 6666
face -1382991357 6666
face -1382635029 00f0
face -1382595897 0f00
face -1382353780 ffff
face -1381627828 6666
face -1381110717 00f0
face -1381090718 00f0
face -1380537066 6666
face -1380369927 ffff
face -1380202179 6666
face -1378983053 6666
face -1378768655 6666
face -1378717055 ffff
face -1377919004 6666
face -1377443234 6666
face -1377394192 6666
face -1377115328 6666
face -1376249736 000f
face -1375588764 6666
face -1375092448 6666
face -1374504796 000f
face -1374315771 6666
face -1374303423 00f0
face -1374226035 000f
face -1372288548 6666
face -1371561320 00f0
face -1370468549 6666
face -1370405910 ffff
face -1370022004 6666
face -1369581437 0f00
face -1369474907 6666
face -1368928936 6666
face -1368409914 6666
face -1367603343 6666
face -1367561929 6666
face -1367469137 f000
face -1366954010 6666
face -1366577975 000f
face -1366069011 6666
face -1365680398 f000
face -1365568792 6666
face -1364705592 ffff
face -1363794582 ffff
face -1363257154 ffff
face -1361458681 ffff
face -1361375459 f000
face -1359834706 ffff
face -1359440419 6666
face -1358504967 dd00
face -1358458911 6666
face -1357873044 ffff
face -1357724121 ffff
face -1356165969 6666
face -1355620429 6666
face -1355089298 6666
face -1354347337 6666
face -1354234920 6666
face -1353786537 6666
face -1353722520 6666
face -1353634030 00f0
face -1353352029 6666
face -1351879341 000f
face -1349928671 f000
face -1349820722 6666
face -1349232484 6666
face -1349231679 000f
face -1347236415 6666
face -1346616228 6666
face -1346303259 6666
face -1345702361 6666
face -1345623878 ffff
face -1345094256 6666
face -1344769721 6666
face -1344697298 ffff
face -1344160748 6666
face -1343527393 6666
face -1342568996 00f0
face -1342124195 6666
face -1341828410 6666
face -1341221187 ffff
face -1340189497 6666
face -1340045390 6666
face -1338691947 6666
face -1338045686 000f
face -1335918953 6666
face -1335887163 6666
face -1335051958 6666
face -1334615720 6666
face -1334456854 6666
face -1333769388 6666
face -1333564267 6666
face -1332289857 6666
face -1330660734 6666
face -1328280894 ffff
face -1327638899 6666
face -1327622933 dd00
face -1327557041 6666
face -1327286291 6666
face -1326632943 000f
face -1326409445 6666
face -1326229240 6666
face -1325998474 6666
face -1324789052 6666
face -1324773033 6666
face -1324678020 00dd
face -1324275923 ffff
face -1323809786 6666
face -1323532675 6666
face -1323486048 6666
face -1321784692 6666
face -1321128351 0f00
face -1321121074 0f00
face -1321108573 6666
face -1320795289 6666
face -1320614155 6666
face -1319728774 6666
face -1319691164 6666
face -1319615895 00f0
face -1319049603 ffff
face -1318615796 ffff
face -1318549179 6666
face -1318034663 6666
face -1317833877 6666
face -1317255528 ffff
face -1317232314 6666
face -1317097949 6666
face -1317097408 6666
face -1317010042 6666
face -1316082498 000f
face -1316040975 6666
face -1315792945 0f00
face -1314771458 6666
face -1314403430 ffff
face -1314041420 6666
face -1313753122 6666
face -1311786543 6666
face -1311198213 6666
face -1311043959 6666
face -1310600712 6666
face -1309773436 6666
face -1309414934 6666
face -1309232389 6666
face -1309140797 ffff
face -1308931087 ffff
face -1308118709 000f
face -1307298224 6666
face -1306748152 6666
face -1306003547 ffff
face -1306000389 00f0
face -1305994314 f000
face -1305878100 6666
face -1305337095 6666
face -1305191638 6666
face -1305147677 6666
face -1304916314 6666
face -1302497220 6666
face -1302372623 6666
face -1302092326 6666
face -1301350334 6666
face -1301253316 6666
face -1301220922 f000
face -1299983858 ffff
face -1299607790 000f
face -1299093462 ffff
face -1298802970 6666
face -1297780293 000f
face -1296249298 ffff
face -1295703079 6666
face -1295425791 6666
face -1294189020 6666
face -1293240243 00dd
face -1292894494 6666
face -1292689603 6666
face -1292461782 6666
face -1292391324 6666
face -1292159207 0f00
face -1292011435 6666
face -1291436013 6666
face -1290582190 6666
face -1290404518 00f0
face -1290286399 dd00
face -1290119773 6666
face -1289874924 ffff
face -1289392888 6666
face -1288591480 f000
face -1286989685 6666
face -1286241053 6666
face -1284149055 ffff
face -1282987883 6666
face -1282547761 6666
face -1282488353 6666
face -1282062083 6666
face -1281954038 6666
face -1281785659 ffff
face -1280768691 6666
face -1279641624 ffff
face -1279326647 6666
face -1279191240 6666
face -1277905530 6666
face -1277280225 ffff
face -1276604589 00dd
face -1276570863 000f
face -1275844125 ffff
face -1275710303 6666
face -1275535800 6666
face -1274994693 000f
face -1274256697 0f00
face -1271266435 6666
face -1270096396 6666
face -1269754903 ffff
face -1269708712 6666
face -1267588218 6666
face -1267125244 6666
face -1266895672 6666
face -1266806071 ffff
face -1265832295 00dd
face -1264976417 6666
face -1264551203 6666
face -1264119183 ffff
face -1263973663 ffff
face -1263876813 6666
face -1263229007 6666
face -1262811057 6666
face -1262801100 ffff
face -1261143798 ffff
face -1260951801 00f0
face -1259875476 6666
face -1259725725 6666
face -1259646251 0f00
face -1259048276 6666
face -1258326177 00f0
face -1258141072 00f0
face -1257935886 6666
face -1256884018 6666
face -1256664246 6666
face -1256437363 6666
face -1254937100 6666
face -1254318122 f000
face -1254309100 6666
face -1253866153 ffff
face -1252645318 ffff
face -1252239982 6666
face -1251980246 ffff
face -1249494029 6666
face -1248845775 6666
face -1248487805 ffff
face -1248327310 ffff
face -1247849989 ffff
face -1247665974 ffff
face -1247456264 ffff
face -1246643886 000f
face -1244519491 f000
face -1243235801 ffff
face -1242633416 6666
face -1242489896 ffff
face -1242444440 ffff
face -1241225279 6666
face -1241189195 6666
face -1240412644 6666
face -1239948092 0f00
face -1238509035 ffff
face -1236624227 dd00
face -1236245115 6666
face -1234774475 ffff
face -1232850340 6666
face -1230684384 f000
face -1230197006 6666
face -1229315836 6666
face -1229183776 6666
face -1228929695 0f00
face -1228551760 ffff
face -1228367279 ffff
face -1228351925 6666
face -1228037239 6666
face -1227693886 6666
face -1227464640 6666
face -1226044173 ffff
face -1225980049 6666
face -1225641781 6666
face -1225543816 6666
face -1225457003 ffff
face -1224749493 6666
face -1224491238 6666
face -1224481099 6666
face -1223440995 6666
face -1222852834 6666
face -1222795012 0f00
face -1222748226 000f
face -1222674232 ffff
face -1222382947 ffff
face -1222230919 6666
face -1220513712 ffff
face -1218048285 6666
face -1217748627 6666
face -1217321600 6666
face -1216630178 6666
face -1216584196 6666
face -1216062540 6666
face -1215792988 6666
face -1215417744 6666
face -1215096040 000f
face -1215000291 6666
face -1214369302 ffff
face -1212830834 6666
face -1212781874 f000
face -1212637902 6666
face -1212126209 000f
face -1210080696 6666
face -1209989688 6666
face -1208940731 000f
face -1208583752 6666
face -1207885395 ffff
face -1207865542 6666
face -1207535878 00f0
face -1207095388 f000
face -1205693126 f000
face -1205480561 6666
face -1205331248 ffff
face -1205318754 6666
face -1204355337 6666
face -1204219601 6666
face -1204085008 6666
face -1204009922 6666
face -1203207651 6666
face -1202267647 6666
face -1201621916 6666
face -1201059866 6666
face -1200417854 6666
face -1200414049 6666
face -1199476978 000f
face -1199150524 ffff
face -1198657212 dd00
face -1198370483 6666
face -1198171428 0f00
face -1197877347 0f00
face -1197526268 000f
face -1197389254 ffff
face -1197162774 6666
face -1196851354 00f0
face -1196818886 6666
face -1196154260 6666
face -1196089623 6666
face -1195378794 6666
face -1195002616 00f0
face -1193828786 6666
face -1193572342 6666
face -1192843299 000f
face -1192242109 6666
face -1191721899 6666
face -1191610478 000f
face -1190132063 6666
face -1189118166 ffff
face -1189060305 6666
face -1188791755 0f00
face -1187303079 6666
face -1187138016 6666
face -1186790155 6666
face -1186533442 6666
face -1186426447 0f00
face -1186191151 ffff
face -1185426854 00f0
face -1185169063 000f
face -1184053027 ffff
face -1183924771 6666
face -1183897807 6666
face -1183044668 f000
face -1182779891 0f00
face -1181767699 6666
face -1181501904 6666
face -1181489837 00f0
face -1180818413 6666
face -1179189331 6666
face -1178423945 ffff
face -1177374323 6666
face -1177372139 6666
face -1177034212 ffff
face -1177003355 6666
face -1176994053 000f
face -1175727647 6666
face -1175294462 6666
face -1173571484 6666
face -1173299652 ffff
face -1172813825 ffff
face -1172762074 6666
face -1172524450 6666
face -1172199601 ffff
face -1171610963 6666
face -1171418957 6666
face -1170044877 6666
face -1169945792 ffff
face -1169877058 6666
face -1169501788 6666
face -1169173891 6666
face -1167468868 6666
face -1167454872 f000
face -1165719236 6666
face -1165438639 6666
face -1164673659 6666
face -1164382265 ffff
face -1164116339 6666
face -1163775926 ffff
face -1163229957 6666
face -1162269203 ffff
face -1162267380 ffff
face -1161643928 00dd
face -1161199409 ffff
face -1161127198 6666
face -1161057954 6666
face -1160957192 6666
face -1160908124 ffff
face -1160180021 6666
face -1159914062 6666
face -1159858147 ffff
face -1159466884 6666
face -1159271145 6666
face -1159262689 ffff
face -1158899673 000f
face -1157960737 ffff
face -1157348137 6666
face -1157319609 6666
face -1157178612 6666
face -1157051074 6666
face -1156305124 000f
face -1156280350 6666
face -1155137343 6666
face -1153656680 6666
face -1153535116 6666
face -1152894479 ffff
face -1151603977 6666
face -1151558523 6666
face -1151307051 000f
face -1151292473 000f
face -1150651386 000f
face -1150150182 6666
face -1150008100 6666
face -1149695131 6666
face -1149275478 ffff
face -1149101150 6666
face -1149013425 6666
face -1147940334 6666
face -1147768075 0f00
face -1147103963 6666
face -1146133573 00dd
face -1146126888 6666
face -1145898186 6666
face -1145726379 6666
face -1145648773 000f
face -1145470061 6666
face -1144896667 6666
face -1144579305 6666
face -1144556273 ffff
face -1144425201 6666
face -1143599073 6666
face -1143036215 6666
face -1141877852 6666
face -1141347008 6666
face -1141225062 ffff
face -1140973669 6666
face -1140315037 6666
face -1139720589 6666
face -1139391573 6666
face -1139150848 6666
face -1138868906 000f
face -1138002155 f000
face -1137613829 6666
face -1136835511 6666
face -1136548437 ffff
face -1136239388 6666
face -1135376531 00f0
face -1135271730 6666
face -1131368476 00f0
face -1130997303 6666
face -1130930801 6666
face -1130689937 6666
face -1130524696 000f
face -1130506218 0f00
face -1129778323 ffff
face -1129382993 000f
face -1128734839 6666
face -1128708395 1111
face -1128285871 6666
face -1128091061 6666
face -1127708091 6666
face -1127395086 dd00
face -1127124103 6666
face -1126425986 6666
face -1126403326 6666
face -1126369623 6666
face -1125850649 6666
face -1124796757 6666
face -1124716328 ffff
face -1124407078 6666
face -1123972835 6666
face -1123694240 000f
face -1122669478 6666
face -1121941641 6666
face -1121737682 6666
face -1120015014 000f
face -1119345716 ffff
face -1119177853 6666
face -1118450239 6666
face -1118410805 6666
face -1117685333 6666
face -1116098565 6666
face -1115519230 00f0
face -1115500378 ffff
face -1114965881 6666
face -1114612227 000f
face -1114513369 ffff
face -1113821169 6666
face -1113577883 ffff
face -1112895367 6666
face -1112423356 6666
face -1112083915 ffff
face -1110692660 6666
face -1110381799 6666
face -1110201417 6666
face -1109724723 ffff
face -1109656333 6666
face -1109370942 6666
face -1109028142 6666
face -1107861685 6666
face -1107303905 6666
face -1106909440 6666
face -1106715366 6666
face -1105011617 00dd
face -1104055320 6666
face -1103480365 0f00
face -1103475699 6666
face -1103169179 6666
face -1102907442 ffff
face -1102336251 000f
face -1101979025 ffff
face -1101450160 dd00
face -1101300241 6666
face -1100973777 00f0
face -1099938272 6666
face -1099724586 ffff
face -1099594858 ffff
face -1099433301 ffff
face -1098383324 ffff
face -1098310674 6666
face -1097787866 ffff
face -1097424850 00f0
face -1097090830 0f00
face -1094977629 0f00
face -1094712653 6666
face -1093721572 6666
face -1092596763 6666
face -1092398999 6666
face -1091633514 6666
face -1091419656 ffff
face -1090225608 6666
face -1089832228 00f0
face -1089817650 00f0
face -1089256409 ffff
face -1089176563 000f
face -1088692924 ffff
face -1088469740 6666
face -1088265285 ffff
face -1087376443 6666
face -1086854649 6666
face -1086773693 00f0
face -1086327803 6666
face -1085453955 6666
face -1085066732 6666
face -1085059335 ffff
face -1084799985 f000
face -1084670751 6666
face -1083546806 6666
face -1083145568 6666
face -1083059218 6666
face -1082718519 6666
face -1082278885 6666
face -1081299668 f000
face -1081037540 6666
face -1080381838 6666
face -1080103654 dd00
face -1078349864 6666
face -1076962002 6666
face -1076918442 6666
face -1076527332 0f00
face -1075424684 00f0
face -1075073614 ffff
